review_group_id,row_in_group,review_type,group_size,distinct_standard_doi_count,group_source_combo,group_journal_combo,meta_dedup_key,year,first_author,title,title_source_field,journal,source_db_group,source_db_primary,doi,registered_doi,standard_doi_key,dedup_group_size,dedup_match_basis,cited_count,institution,institution_extracted,institution_norm,review_note
C005,2,doi_conflict,2,2,WOS,PETROLEUM SCIENCE AND TECHNOLOGY,productiondataanalysisofhorizontalwellsusingverticalwelldeclinemodelsafieldcasestudyofanoilfield|2014|zareenejad|petroleumscienceandtechnology,2014,Zareenejad,"Production Data Analysis of Horizontal Wells Using Vertical Well Decline Models, a Field Case Study of an Oil Field",title_cn_en,PETROLEUM SCIENCE AND TECHNOLOGY,WOS,WOS,10.1080/10916466.2014.908111,,10.1080/10916466.2014.908111,1,single,0.0,,,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C006,1,doi_conflict,2,2,CNKI,当代化工,preparationofthemodifiedphenolicresinbycardanolpolyvinylalcohol|2014|cang|han|jin|contemporarychemicalindustry,2014,韩金仓,腰果酚/聚乙烯醇改性酚醛树脂的制备,title_cn,当代化工,CNKI,CNKI,10.13840/j.cnki.cn21-1457/tq.2014.08.170,10.13840/j.cnki.cn21-1457/tq.2014.08.170,10.13840/j.cnki.cn21-1457/tq.2014.08.170,1,single,0.0,沈阳化工大学材料科学与工程学院;,沈阳化工大学材料科学与工程学院,沈阳化工大学材料科,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C006,2,doi_conflict,2,2,CNKI,当代化工,preparationofthemodifiedphenolicresinbycardanolpolyvinylalcohol|2014|cang|han|jin|contemporarychemicalindustry,2014,韩金仓,腰果酚/聚乙烯醇改性酚醛树脂的制备,title_cn,当代化工,CNKI,CNKI,10.13840/j.cnki.cn21-1457/tq.2014.09.158,10.13840/j.cnki.cn21-1457/tq.2014.09.158,10.13840/j.cnki.cn21-1457/tq.2014.09.158,1,single,0.0,沈阳化工大学材料科学与工程学院;,沈阳化工大学材料科学与工程学院,沈阳化工大学材料科,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C007,1,doi_conflict,2,2,WOS,PETROLEUM SCIENCE AND TECHNOLOGY,newcorrelationforcalculationofhydrocarbongasminimummiscibilitypressuremmpusingwideexperimentaldatavol31pg25772013|2015|ghorbani|petroleumscienceandtechnology,2015,Ghorbani,"New Correlation for Calculation of Hydrocarbon Gas Minimum Miscibility Pressure (MMP) Using Wide Experimental Data (vol 31, pg 2577, 2013)",title_cn_en,PETROLEUM SCIENCE AND TECHNOLOGY,WOS,WOS,10.1080/10916466.2014.974010,,10.1080/10916466.2014.974010,1,single,0.0,"Islamic Azad Univ, Sci & Res Branch, Dept Petr Engn, Fars, Iran",Islamic Azad Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C007,2,doi_conflict,2,2,WOS,PETROLEUM SCIENCE AND TECHNOLOGY,newcorrelationforcalculationofhydrocarbongasminimummiscibilitypressuremmpusingwideexperimentaldatavol31pg25772013|2015|ghorbani|petroleumscienceandtechnology,2015,Ghorbani,"New Correlation for Calculation of Hydrocarbon Gas Minimum Miscibility Pressure (MMP) Using Wide Experimental Data (vol 31, pg 2577, 2013)",title_cn_en,PETROLEUM SCIENCE AND TECHNOLOGY,WOS,WOS,10.1080/10916466.2015.1028869,,10.1080/10916466.2015.1028869,1,single,0.0,"Islamic Azad Univ, Dept Petr Engn, Sci & Res Branch, Fars, Iran",Islamic Azad Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C008,1,doi_conflict,2,2,WOS,BIOTECHNOLOGY FOR BIOFUELS,amoleculargenetictoolboxforyarrowialipolytica|2017|bredeweg|biotechnologyforbiofuels,2017,Bredeweg,A molecular genetic toolbox for Yarrowia lipolytica,title_cn_en,BIOTECHNOLOGY FOR BIOFUELS,WOS,WOS,10.1186/s13068-016-0687-7,,10.1186/s13068-016-0687-7,1,single,24.0,"[Bredeweg, Erin L.; Baker, Scott E.] Environm Mol Sci Lab, Earth & Biol Sci Directorate, Richland, WA 99354 USA; [Pomraning, Kyle R.; Dai, Ziyu] Pacific Northwest Natl Labs, Energy & Environm Directorate, Chem & Biol Proc Dev Grp, Richland, WA 99354 USA; [Nielsen, Jens; Kerkhoven, Eduard J.] Chalmers Univ Technol, Dept Biol & Biol Engn, Syst & Synthet Biol, Gothenburg, Sweden; [Nielsen, Jens] Tech Univ Denmark, Ctr Biosustainabil, Novo Nordisk Fdn, Horsholm, Denmark; [Bredeweg, Erin L.; Baker, Scott E.] Battelle EMSL, Dept Energy, 3335 Innovat Blvd, Richland, WA 99354 USA",Battelle EMSL | Chalmers Univ Technol | Environm Mol Sci Lab | Pacific Northwest Natl Labs | Tech Univ Denmark,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C008,2,doi_conflict,2,2,WOS,BIOTECHNOLOGY FOR BIOFUELS,amoleculargenetictoolboxforyarrowialipolytica|2017|bredeweg|biotechnologyforbiofuels,2017,Bredeweg,A molecular genetic toolbox for Yarrowia lipolytica,title_cn_en,BIOTECHNOLOGY FOR BIOFUELS,WOS,WOS,10.1186/s13068-017-0731-2,,10.1186/s13068-017-0731-2,1,single,1.0,"[Bredeweg, Erin L.; Baker, Scott E.] Earth & Biol Sci Directorate, Environm Mol Sci Lab, Richland, WA 99354 USA; [Pomraning, Kyle R.; Dai, Ziyu] Pacific Northwest Natl Labs, Chem & Biol Proc Dev Grp, Energy & Environm Directorate, Richland, WA 99354 USA; [Nielsen, Jens; Kerkhoven, Eduard J.] Chalmers, Dept Biol & Biol Engn, Syst & Synthet Biol, Gothenburg, Sweden; [Nielsen, Jens] Tech Univ Denmark, Novo Nordisk Fdn, Ctr Biosustainabil, Horsholm, Denmark; [Bredeweg, Erin L.; Baker, Scott E.] Battelle EMSL, Dept Energy, 3335 Innovat Blvd, Richland, WA 99354 USA",Battelle EMSL | Chalmers | Earth & Biol Sci Directorate | Pacific Northwest Natl Labs | Tech Univ Denmark,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C009,1,doi_conflict,2,2,WOS,GREEN CHEMISTRY,bioinspiredsinglechainpolymericnanoparticlescontainingachiralsalentiivcomplexforhighlyenantioselectivesulfoxidationinwater|2017|zhang|greenchemistry,2017,Zhang,Bio-inspired single-chain polymeric nanoparticles containing a chiral salen TiIV complex for highly enantioselective sulfoxidation in water,title_cn_en,GREEN CHEMISTRY,WOS,WOS,10.1039/c6gc02743a,,10.1039/c6gc02743a,1,single,20.0,"[Zhang, Yaoyao; Tan, Rong; Gao, Mengqiao; Hao, Pengbo; Yin, Donghong] Hunan Normal Univ, Minist Educ, Natl & Local Joint Engn Lab New Petrochem Mat & F, Key Lab Chem Biol & Tradit Chinese Med Res, Changsha 410081, Hunan, Peoples R China",Hunan Normal Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C009,2,doi_conflict,2,2,WOS,GREEN CHEMISTRY,bioinspiredsinglechainpolymericnanoparticlescontainingachiralsalentiivcomplexforhighlyenantioselectivesulfoxidationinwater|2017|zhang|greenchemistry,2017,Zhang,Bio-inspired single-chain polymeric nanoparticles containing a chiral salen Ti-IV complex for highly enantioselective sulfoxidation in water,title_cn_en,GREEN CHEMISTRY,WOS,WOS,10.1039/c7gc90011b,,10.1039/c7gc90011b,1,single,0.0,"[Zhang, Yaoyao; Tan, Rong; Gao, Mengqiao; Hao, Pengbo; Yin, Donghong] Hunan Normal Univ, Minist Educ, Key Lab Chem Biol & Tradit Chinese Med Res, Natl & Local Joint Engn Lab New Petrochem Mat & F, Changsha 410081, Hunan, Peoples R China",Hunan Normal Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C010,1,doi_conflict,2,2,WOS,FUEL PROCESSING TECHNOLOGY,selectionofdolomitebedmaterialforpressurizedbiomassgasificationinbfb|2017|zhou|fuelprocessingtechnology,2017,Zhou,Selection of dolomite bed material for pressurized biomass gasification in BFB,title_cn_en,FUEL PROCESSING TECHNOLOGY,WOS,WOS,10.1016/j.fuproc.2016.11.017,,10.1016/j.fuproc.2016.11.017,1,single,4.0,"[Zhou, Chunguang; Rosen, Christer; Engvall, Klas] KTH Royal Inst Technol, Dept Chem Engn & Technol, S-10094 Stockholm, Sweden",KTH Royal Inst Technol,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C010,2,doi_conflict,2,2,WOS,FUEL PROCESSING TECHNOLOGY,selectionofdolomitebedmaterialforpressurizedbiomassgasificationinbfb|2017|zhou|fuelprocessingtechnology,2017,Zhou,Selection of dolomite bed material for pressurized biomass gasification in BFB,title_cn_en,FUEL PROCESSING TECHNOLOGY,WOS,WOS,10.1016/j.fuproc.2017.01.008,,10.1016/j.fuproc.2017.01.008,1,single,11.0,"[Zhou, Chunguang; Rosen, Christer; Engvall, Klas] KTH Royal Inst Technol, Dept Chem Engn & Technol, SE-10044 Stockholm, Sweden",KTH Royal Inst Technol,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C011,1,doi_conflict,2,2,WOS,CHEMICAL ENGINEERING SCIENCE,acorrelationforinterfacialareaconcentrationinhighvoidfractionflowsinlargediameterchannelsvol131pg1722015|2018|schlegel|chemicalengineeringscience,2018,Schlegel,"A correlation for interfacial area concentration in high void fraction flows in large diameter channels (vol 131, pg 172, 2015)",title_cn_en,CHEMICAL ENGINEERING SCIENCE,WOS,WOS,10.1016/j.ces.2018.03.017,,10.1016/j.ces.2018.03.017,1,single,0.0,"[Schlegel, J. P.] Missouri Univ Sci & Technol, Dept Min & Nucl Engn, 222 Fulton Hall,301W 14th St, Rolla, MO 65409 USA; [Hibiki, T.] Purdue Univ, Sch Nucl Engn, 400 Cent Dr, W Lafayette, IN 47907 USA",Missouri Univ Sci & Technol | Purdue Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C011,2,doi_conflict,2,2,WOS,CHEMICAL ENGINEERING SCIENCE,acorrelationforinterfacialareaconcentrationinhighvoidfractionflowsinlargediameterchannelsvol131pg1722015|2018|schlegel|chemicalengineeringscience,2018,Schlegel,"A correlation for interfacial area concentration in high void fraction flows in large diameter channels (vol 131, pg 172, 2015)",title_cn_en,CHEMICAL ENGINEERING SCIENCE,WOS,WOS,10.1016/j.ces.2018.06.011,,10.1016/j.ces.2018.06.011,1,single,1.0,"[Schlegel, J. P.] Missouri Univ Sci & Technol, Dept Min & Nucl Engn, 222 Fulton Hall,301 W 14th St, Rolla, MO 65409 USA; [Hibiki, T.] Purdue Univ, Sch Nucl Engn, 400 Cent Dr, W Lafayette, IN 47907 USA",Missouri Univ Sci & Technol | Purdue Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C012,1,doi_conflict,2,2,WOS,APPLIED ENERGY,highresolutionstochasticintegratedthermalelectricaldomesticdemandmodelvol165pg4452016|2020|mckenna|appliedenergy,2020,McKenna,"High-resolution stochastic integrated thermal-electrical domestic demand model (vol 165, pg 445, 2016)",title_cn_en,APPLIED ENERGY,WOS,WOS,10.1016/j.apenergy.2020.114648,,10.1016/j.apenergy.2020.114648,1,single,0.0,"[McKenna, Eoghan; Thomson, Murray] Loughborough Univ, CREST, Wolfson Sch Mech Mfg & Elect Engn, Loughborough LE11 3TU, Leics, England",Loughborough Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C012,2,doi_conflict,2,2,WOS,APPLIED ENERGY,highresolutionstochasticintegratedthermalelectricaldomesticdemandmodelvol165pg4452016|2020|mckenna|appliedenergy,2020,McKenna,"High-resolution stochastic integrated thermal-electrical domestic demand model (vol 165. pg 445, 2016)",title_cn_en,APPLIED ENERGY,WOS,WOS,10.1016/j.apenergy.2020.114783,,10.1016/j.apenergy.2020.114783,1,single,0.0,"[McKenna, Eoghan; Thomson, Murray] Loughborough Univ, Wolfson Sch Mech Mfg & Elect Engn, CREST, Loughborough LE11 3TU, Leics, England",Loughborough Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C013,1,doi_conflict,2,2,WOS,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,iecresearch2020excellenceinreviewawards|2020|savage|industrialengineeringchemistryresearch,2020,Savage,I&EC Research 2020 Excellence in Review Awards,title_cn_en,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,WOS,WOS,10.1021/acs.iecr.0c03786,,10.1021/acs.iecr.0c03786,1,single,0.0,"[Savage, Phillip E.] Penn State Univ, Dept Chem Engn, University Pk, PA 16802 USA",Penn State Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C013,2,doi_conflict,2,2,WOS,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,iecresearch2020excellenceinreviewawards|2020|savage|industrialengineeringchemistryresearch,2020,Savage,I&EC Research 2020 Excellence in Review Awards,title_cn_en,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,WOS,WOS,10.1021/acs.iecr.0c04124,,10.1021/acs.iecr.0c04124,1,single,0.0,"[Savage, Phillip E.] Penn State Univ, Dept Chem Engn, University Pk, PA 16802 USA",Penn State Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C014,1,doi_conflict,2,2,WOS,CHEMICAL ENGINEERING JOURNAL,solarlightresponsivebismuthdopedtitaniawithti3forefficientphotocatalyticdegradationofflumequinesynergisticroleofperoxymonosulfatevol3841232552020|2020|gul|chemicalengineeringjournal,2020,Gul,"Solar light responsive bismuth doped titania with Ti3+ for efficient photocatalytic degradation of flumequine: Synergistic role of peroxymonosulfate (vol 384, 123255, 2020)",title_cn_en,CHEMICAL ENGINEERING JOURNAL,WOS,WOS,10.1016/j.cej.2020.124764,,10.1016/j.cej.2020.124764,1,single,0.0,"[Gul, Ikhtiar; Sayed, Murtaza; Khan, Javed Ali] Univ Peshawar, Natl Centre Excellence Phys Chem, Radiat Chem Lab, Peshawar 25120, Pakistan; [Shah, Noor S.] COMSATS Univ Islamabad, Dept Environm Sci, Vehari Campus, Islamabad 61100, Pakistan; [Polychronopoulou, Kyriaki] Khalifa Univ Sci & Technol, Dept Mech Engn, POB 127788, Abu Dhabi, U Arab Emirates; [Polychronopoulou, Kyriaki] Khalifa Univ Sci & Technol, Ctr Catalysis & Separat, POB 127788, Abu Dhabi, U Arab Emirates; [Iqbal, Jibran] Zayed Univ, Coll Nat & Hlth Sci, POB 144534, Abu Dhabi, U Arab Emirates; [Rehman, Faiza] Univ Poonch, Dept Chem, Rawalakot, Azad Kashmir, Pakistan; [Rauf, Sajid] Hubei Univ, Fac Phys & Elect Sci, Hubei Collaborat Innovat Ctr Adv Organ Chem Mat, Wuhan 430062, Hubei, Peoples R China",COMSATS Univ Islamabad | Hubei Univ | Khalifa Univ Sci & Technol | Univ Peshawar | Univ Poonch | Zayed Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C014,2,doi_conflict,2,2,WOS,CHEMICAL ENGINEERING JOURNAL,solarlightresponsivebismuthdopedtitaniawithti3forefficientphotocatalyticdegradationofflumequinesynergisticroleofperoxymonosulfatevol3841232552020|2020|gul|chemicalengineeringjournal,2020,Gul,"Solar light responsive bismuth doped titania with Ti3+ for efficient photocatalytic degradation of flumequine: Synergistic role of peroxymonosulfate (vol 384, 123255, 2020)",title_cn_en,CHEMICAL ENGINEERING JOURNAL,WOS,WOS,10.1016/j.cej.2020.124784,,10.1016/j.cej.2020.124784,1,single,0.0,"[Gul, Ikhtiar; Sayed, Murtaza; Khan, Javed Ali] Univ Peshawar, Natl Ctr Excellence Phys Chem, Radiat Chem Lab, Peshawar 25120, Pakistan; [Shah, Noor S.] COMSATS Univ Islamabad, Dept Environm Sci, Vehari Campus, Vehari 61100, Pakistan; [Polychronopoulou, Kyriaki] Khalifa Univ Sci & Technol, Dept Mech Engn, POB 127788, Abu Dhabi, U Arab Emirates; [Polychronopoulou, Kyriaki] Khalifa Univ Sci & Technol, Ctr Catalysis & Separat, POB 127788, Abu Dhabi, U Arab Emirates; [Iqbal, Jibran] Zayed Univ, Coll Nat & Hlth Sci, POB 144534, Abu Dhabi, U Arab Emirates; [Rehman, Faiza] Univ Poonch, Dept Chem, Rawalakot, Azad Kashmir, Pakistan; [Rauf, Sajid] Hubei Univ, Fac Phys & Elect Sci, Hubei Collaborat Innovat Ctr Adv Organ Chem Mat, Wuhan 430062, Hubei, Peoples R China",COMSATS Univ Islamabad | Hubei Univ | Khalifa Univ Sci & Technol | Univ Peshawar | Univ Poonch | Zayed Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C015,1,doi_conflict,2,2,WOS,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,applicationoflogisticregressionanalysistocombustionoftolueneoverγaluminasupportedplatinumcatalyst|2021|nagata|journalofthejapanpetroleuminstitute,2021,Nagata,Application of Logistic Regression Analysis to Combustion of Toluene over γ-Alumina-supported Platinum Catalyst,title_cn_en,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,WOS,WOS,10.1627/jpi.64.340,,10.1627/jpi.64.340,1,single,0.0,"[Nagata, Hideo; Izumi, Sakiho; Yamashita, Rina; Johno, Yuki] Natl Inst Technol, Dept Chem & Biol Engn, Sasebo Coll, Okishin Cho, Nagasaki 8571193, Japan",Natl Inst Technol,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C015,2,doi_conflict,2,2,WOS,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,applicationoflogisticregressionanalysistocombustionoftolueneoverγaluminasupportedplatinumcatalyst|2021|nagata|journalofthejapanpetroleuminstitute,2021,Nagata,Application of Logistic Regression Analysis to Combustion of Toluene over γ-Alumina-supported Platinum Catalyst,title_cn_en,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,WOS,WOS,10.1627/jpi.640.34,,10.1627/jpi.640.34,1,single,0.0,"[Nagata, Hideo; Izumi, Sakiho; Yamashita, Rina; Johno, Yuki] Sasebo Coll, Natl Inst Technol, Dept Chem & Biol Engn, Okishin Cho, Nagasaki 8571193, Japan",Sasebo Coll,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C016,1,doi_conflict,2,2,WOS,AICHE JOURNAL,metalorganicframeworkmembranesunprecedentedopportunitiesforgasseparations|2021|jeong|aichejournal,2021,Jeong,Metal-organic framework membranes: Unprecedented opportunities for gas separations,title_cn_en,AICHE JOURNAL,WOS,WOS,10.1002/aic.17254,,10.1002/aic.17254,1,single,0.0,"[Jeong, Hae-Kwon] Texas A&M Univ, Artie McFerrin Dept Chem Engn, 3122 TAMU, College Stn, TX 77843 USA; [Jeong, Hae-Kwon] Texas A&M Univ, Dept Mat Sci & Engn, College Stn, TX 77843 USA",Texas A&M Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C016,2,doi_conflict,2,2,WOS,AICHE JOURNAL,metalorganicframeworkmembranesunprecedentedopportunitiesforgasseparations|2021|jeong|aichejournal,2021,Jeong,Metal-organic framework membranes: Unprecedented opportunities for gas separations,title_cn_en,AICHE JOURNAL,WOS,WOS,10.1002/aic.17258,,10.1002/aic.17258,1,single,14.0,"[Jeong, Hae-Kwon] Texas A&M Univ, Artie McFerrin Dept Chem Engn, 3122 TAMU, College Stn, TX 77843 USA; [Jeong, Hae-Kwon] Texas A&M Univ, Dept Mat Sci & Engn, 3122 TAMU, College Stn, TX 77843 USA",Texas A&M Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C017,1,doi_conflict,2,2,WOS,ENERGY & FUELS,analysisofsequentialadsorptionoxidationofvocsonatomiclayerdepositedptnizrosub2subsiosub2subdualfunctionmaterials|2022|adebayo|energyfuels,2022,Adebayo,Analysis of Sequential Adsorption-Oxidation of VOCs on Atomic Layer-Deposited PtNi/ZrO<sub>2</sub>-SiO<sub>2</sub> Dual-Function Materials,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c01013,,10.1021/acs.energyfuels.2c01013,1,single,2.0,"[Adebayo, Busuyi O.; Yu, Han; Rownaghi, Ali A.; Liang, Xinhua; Rezaei, Fateme] Missouri Univ Sci & Technol, Dept Chem & Biochem Engn, Rolla, MO 65409 USA",Missouri Univ Sci & Technol,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
